web-scraper-order,web-scraper-start-url,pages,pages-href,ads,ads-href,title,amount,location,Unit Type,Bedrooms,description,size
"1585065595-289","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","17","https://www.kijiji.ca/b-apartments-condos/calgary/page-17/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Aspen&Bow - luxury 3 bedroom condo for rent in Kensington","https://www.kijiji.ca/v-apartments-condos/vancouver/aspen-bow-luxury-3-bedroom-condo-for-rent-in-kensington/1478100755","Aspen&Bow - luxury 3 bedroom condo for rent in Kensington","$3,150.00","1150 Memorial Dr NW, Calgary, AB T2N 3E5, Canada(View Map)","null","null","Aspen&Bow features high-end rental homes located on Memorial Drive, steps away from the vibrant Kensington neighborhood and Bow River pathways. This highly anticipated collection of 93 luxurious 1-3 bedroom residences ranges up to 2,164 square feet including our exclusive Penthouse collection.
For more information and to book a private appointment, please visit aspenandbowbyanthem.com
Don't worry, it's included:
- Insuite Washer/Dryer
- Large private patios with gas connection for barbecuing
- In floor radiant heating
- Gas range cook top
- Matte black hardware throughout
Penthouse Collection - it's included:
- Air conditioning
- side by side full washer and dryer
- large rooftop terraces with exclusive views of the Bow River and downtown skyline
- LED lighting throughout
- Upgraded stainless steel appliance package
*Underground parkade and storage lockers available to rent","1,185"
"1585066694-495","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","1","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Roommate needed for beautiful 2bd 2bth condo Downtown/May 2020","https://www.kijiji.ca/v-apartments-condos/calgary/roommate-needed-for-beautiful-2bd-2bth-condo-downtown-may-2020/1493766966","Roommate needed for beautiful 2bd 2bth condo Downtown/May 2020","$1,000.00","315 3rd street SE, T2G0S3, Downtown Calgary, AB(View Map)","null","null","Hi All
I am looking for a roommate in a 2bd 2bth condo in downtown Calgary.
Condo is clean, open concept with a very nice view from the balcony. It's also located right by the river which is perfect in summer months.
Occupancy date - May 1st.
Rent includes all bills - wifi, hydro, electricity !
Contact via WhatsApp or email if you would like to set up a viewing. I am not currently in Canada so text messages will not work.
Lease term- 6 months preferred willing to negotiate with price.","800"
"1585067935-535","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","9","https://www.kijiji.ca/b-apartments-condos/calgary/page-9/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Bankview Apartment For Rent | 1723 26 Avenue SW","https://www.kijiji.ca/v-apartments-condos/calgary/bankview-apartment-for-rent-1723-26-avenue-sw/1460810605","Bankview Apartment For Rent | 1723 26 Avenue SW","$1,000.00","1723 26 Avenue SW, Calgary, AB, T2T 1C9(View Map)","null","null","Spring Garden has renovated Bankview apartments for rent. If you are looking to rent a SW Calgary apartment, check out Spring Garden Terrace. Spring Garden Terrace is located along 26th Ave SW blocks away from 14th Street SW. The property enjoys close proximity to downtown Calgary and the Marda Loop area.","420"
"1585065613-291","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","16","https://www.kijiji.ca/b-apartments-condos/calgary/page-16/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Aspen&Bow-a boutique collection of move in ready 1-3 bed condos","https://www.kijiji.ca/v-apartments-condos/vancouver/aspen-bow-a-boutique-collection-of-move-in-ready-1-3-bed-condos/1478086929","Aspen&Bow-a boutique collection of move in ready 1-3 bed condos","$1,650.00","1150 Memorial Dr NW, Calgary, AB T2N 3E5, Canada(View Map)","null","null","Aspen&Bow features high-end rental homes located on Memorial Drive, steps away from the vibrant Kensington neighborhood and Bow River pathways. This highly anticipated collection of 93 luxurious 1-3 bedroom residences ranges up to 2,164 square feet including our exclusive Penthouse collection.
For more information and to book a private appointment, please visit aspenandbowbyanthem.com
Don't worry, it's included:
- Insuite Washer/Dryer
- Large private patios with gas connection for barbecuing
- In floor radiant heating
- Gas range cook top
- Matte black hardware throughout
Penthouse Collection - it's included:
- Air conditioning
- side by side full washer and dryer
- large rooftop terraces with exclusive views of the Bow River and downtown skyline
- LED lighting throughout
- Upgraded stainless steel appliance package
*Underground parkade and storage lockers available to rent","592"
"1585065599-290","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","17","https://www.kijiji.ca/b-apartments-condos/calgary/page-17/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Deluxe  garden-level suites 2 bedroom/2 bathroom,   April 1st","https://www.kijiji.ca/v-apartments-condos/calgary/deluxe-garden-level-suites-2-bedroom-2-bathroom-april-1st/1493142486","Deluxe  garden-level suites 2 bedroom/2 bathroom,   April 1st","$1,950.00","3585  21st  SW, Calgary, AB, T2T 5B5(View Map)","null","null","Deluxe garden-level suites 2 bedroom/2 bathroom (en suite master bedroom) with landscaped patio area","Not Available"
"1585065228-207","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","20","https://www.kijiji.ca/b-apartments-condos/calgary/page-20/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Cozy downtown condo for Rent","https://www.kijiji.ca/v-apartments-condos/calgary/cozy-downtown-condo-for-rent/1485640246","Cozy downtown condo for Rent","$1,700.00","315 3 St SE, Calgary, AB T2G 0S3, Canada(View Map)","null","null","For Rent - Condo with 2 bedrooms, 2 bathrooms, NW views, corner unit on 6th floor of Riverfront Pointe located at 315 3rd ST SE. The 2 bedrooms are separated by the living space. Unit comes with stainless steel appliances (fridge, oven/stove, microwave, dishwasher), in suite laundry with washer/dryer, one underground parking stall. Residents will also have access to an on-site fitness centre.","900"
"1585065323-231","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","19","https://www.kijiji.ca/b-apartments-condos/calgary/page-19/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","APARTMENT ON 15TH FLOOR OF CHOCOLATE BUILDING  - SOUTH FACING","https://www.kijiji.ca/v-apartments-condos/calgary/apartment-on-15th-floor-of-chocolate-building-south-facing/1486547997","APARTMENT ON 15TH FLOOR OF CHOCOLATE BUILDING  - SOUTH FACING","$1,600.00","188 15 Ave SW, Calgary, AB T2R 1S4, Canada(View Map)","null","null","Rare opportunity to rent a spacious one bedroom condo on the 15th floor of the Chocolate building! This stunning South-facing condo features over 700 square feet of modern space in the heart of the Beltline.","705"
"1585065795-339","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","15","https://www.kijiji.ca/b-apartments-condos/calgary/page-15/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","2 bedroom Luxury Apartment for Rent - April 1st","https://www.kijiji.ca/v-apartments-condos/calgary/2-bedroom-luxury-apartment-for-rent-april-1st/1490165740","2 bedroom Luxury Apartment for Rent - April 1st","$2,075.00","1112 9 St SW, Calgary, AB T2R 1C4, Canada(View Map)","null","null","Apartment for rent from April 1st onwards. We absolutely loved this apartment but recently acquired house and are moving out at the end of March.","1,400"
"1585065148-183","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","20","https://www.kijiji.ca/b-apartments-condos/calgary/page-20/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Amazing views, 19th Floor, 1 Bedroom Ensuite, Downtown","https://www.kijiji.ca/v-apartments-condos/calgary/amazing-views-19th-floor-1-bedroom-ensuite-downtown/1484795737","Amazing views, 19th Floor, 1 Bedroom Ensuite, Downtown","$900.00","1320 1 St SE, Calgary, AB T2G 0G8, Canada(View Map)","null","null","Contract runs until end of March 2020 with an option to renew. This is a 19th floor 2 bedroom apartment that is shared. The room available has amazing downtown views, attached in the ad, ensuite with a big bathtub!","1,300"
"1585065417-250","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","17","https://www.kijiji.ca/b-apartments-condos/calgary/page-17/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Wanted:
                            Seeking Inner City Rental","https://www.kijiji.ca/v-apartments-condos/calgary/seeking-inner-city-rental/1488660196","Wanted: Seeking Inner City Rental","$900.00","Centre a St NE, Calgary, AB T2E 3A5, Canada(View Map)","null","null","Looking for an inner city rental for March. 1st (or as soon as possible) for myself, two month old son and chihuahua.
I can afford up to $900/month, would prefer utilities to be included but not a huge deal if I have to split them or pay extra. I have $900 in hand towards a damage deposit and am able to pay rent on March. 1st.
Only interested in inner city locations that are close to Centre Street or downtown, or at least easily accessible, please. I am on maternity leave for the next year and can provide excellent references.
I can be reached through email or at 403 354 3950.","900"
"1585067721-528","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","9","https://www.kijiji.ca/b-apartments-condos/calgary/page-9/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","South West Apartment For Rent | 707 57 Avenue SW","https://www.kijiji.ca/v-apartments-condos/calgary/south-west-apartment-for-rent-707-57-avenue-sw/1460810571","South West Apartment For Rent | 707 57 Avenue SW","$1,199.00","707 57 Avenue SW, Calgary, AB, T2V 0H5(View Map)","null","null","Chinook Woods Apartments are located in the SW Calgary community of Windsor Park. Residents of Chinook Woods is conveniently located a block away from Chinook Mall one of Calgary's most popular retail shopping destinations.","790"
"1585065437-254","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","17","https://www.kijiji.ca/b-apartments-condos/calgary/page-17/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Wanted:
                            2 bedroom needed Nov. 1st (Utilites included only)","https://www.kijiji.ca/v-apartments-condos/victoria-bc/2-bedroom-needed-nov-1st-utilites-included-only/1488734501","Wanted: 2 bedroom needed Nov. 1st (Utilites included only)","Please Contact","calgary, Canada(View Map)","null","null","Drugs/Alcohol/Tobacco FREE
No pets
Very clean
Family of four
26M 29F 2M 1M
Looking to move from Calgary to Vancouver Island,
please email for my number to text photos.","750"
"1585065154-185","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","20","https://www.kijiji.ca/b-apartments-condos/calgary/page-20/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Fully furnished 2 bedroom suite close to downtown, Red Mile, bus","https://www.kijiji.ca/v-apartments-condos/calgary/fully-furnished-2-bedroom-suite-close-to-downtown-red-mile-bus/1446266365","Fully furnished 2 bedroom suite close to downtown, Red Mile, bus","$1,495.00","2142 16a St SW, Calgary, AB T2T 4J9, Canada(View Map)","null","null","AMAZING VIEWS OF DOWNTOWN
LARGE FULLY FURNISHED 2 BEDROOM SUITE (940 SQ FEET),
CONCRETE BUILDING","940"
"1585065636-296","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","16","https://www.kijiji.ca/b-apartments-condos/calgary/page-16/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Two Bedroom Unit in Beltline for Rent or rent to Own!","https://www.kijiji.ca/v-apartments-condos/calgary/two-bedroom-unit-in-beltline-for-rent-or-rent-to-own/1489473672","Two Bedroom Unit in Beltline for Rent or rent to Own!","$1,200.00","12 Ave SW, Calgary, AB T3C 3R6, Canada(View Map)","null","null","Large two bedroom on top floor of concrete building; spacious south-facing balcony; en suite laundry and storage; new elevator cab; owner will sell & finance.","956"
"1585069684-569","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","8","https://www.kijiji.ca/b-apartments-condos/calgary/page-8/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","IMMACULATE HOUSE FOR RENT IN TUXEDO","https://www.kijiji.ca/v-apartments-condos/calgary/immaculate-house-for-rent-in-tuxedo/1492850400","IMMACULATE HOUSE FOR RENT IN TUXEDO","$2,500.00",", calgary t2m5a5 AB, Canada(View Map)","null","null","This townhouse is situated in a prime location as it is right off of Center Street and minutes away from downtown. There are several convenient retail centers across the street and quick access to 16th Avenue & Deerfoot Trail.","2,200"
"1585066074-408","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","12","https://www.kijiji.ca/b-apartments-condos/calgary/page-12/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Downtown unit for Rent","https://www.kijiji.ca/v-apartments-condos/calgary/downtown-unit-for-rent/1491710454","Downtown unit for Rent","$900.00","2111 14 St SW, Calgary, AB T2T 3T2, Canada(View Map)","null","null","Condo for Rent on the beltline area, on 14st and close to 17Ave. Walking distance to city bus, school and lots of restaurants and shopping areas.","850"
"1585068111-539","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","9","https://www.kijiji.ca/b-apartments-condos/calgary/page-9/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Bankview Apartment For Rent | 2620 16 Street SW","https://www.kijiji.ca/v-apartments-condos/calgary/bankview-apartment-for-rent-2620-16-street-sw/1460810611","Bankview Apartment For Rent | 2620 16 Street SW","$1,350.00","2620 16 Street SW, Calgary, AB, T2T 4G2(View Map)","null","null","White Plains Manor is located in the residential community of Bankview, bordering the neighborhood of South Calgary. White Plains Manor is along 26th Ave SW, within close proximity to downtown and the Marda Loop area.","777"
"1585065578-285","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","17","https://www.kijiji.ca/b-apartments-condos/calgary/page-17/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Wanted:
                            Rent to own","https://www.kijiji.ca/v-apartments-condos/calgary/rent-to-own/1489363550","Wanted: Rent to own","$400,000.00","1739 46 Avenue Southwest, T2T 2R6, Calgary, AB(View Map)","null","null","We are looking for a rent to own houses in NW Calgary.","1,500"
"1585065286-222","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","19","https://www.kijiji.ca/b-apartments-condos/calgary/page-19/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Studio apartment","https://www.kijiji.ca/v-apartments-condos/calgary/studio-apartment/1475846296","Studio apartment","$875.00","815 4 Ave SW, Calgary, AB T2P 0K5, Canada(View Map)","null","null","In downtown, 6 mins away from 8th station, buses everywhere, 13 mins away from Safeway by walk and Great neighborhood. Contact for images n more information. Available April 1st for 3 to 4 months n can be extended to 6 months if everything works out well.","700"
"1585065913-368","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","13","https://www.kijiji.ca/b-apartments-condos/calgary/page-13/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","DOWNTOWN BACHELOR SUITE AVAILABLE FOR RENT $775","https://www.kijiji.ca/v-apartments-condos/calgary/downtown-bachelor-suite-available-for-rent-775/1491110135","DOWNTOWN BACHELOR SUITE AVAILABLE FOR RENT $775","$775.00","816 4 Ave SW, Calgary, AB T2P 0K4, Canada(View Map)","null","null","NOW AVAILABLE...DOWNTOWN BACHELOR APARTMENTS!!!","265"
"1585069530-566","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","8","https://www.kijiji.ca/b-apartments-condos/calgary/page-8/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Downtown Apartment For Rent | 1122 8 Avenue SW","https://www.kijiji.ca/v-apartments-condos/calgary/downtown-apartment-for-rent-1122-8-avenue-sw/1482859173","Downtown Apartment For Rent | 1122 8 Avenue SW","Please Contact","1122 8 Avenue SW, Calgary, AB, T2P 3T8(View Map)","null","null","Mainstreet Place is located in the West End of Downtown Calgary. This property has Downtown Calgary apartments for rent that are blocks away from Millenium Park and the popular transportation routes of Bow Trail & 14th Street West.","Not Available"
"1585065195-197","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","20","https://www.kijiji.ca/b-apartments-condos/calgary/page-20/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Wanted:
                            Looking for small aparment to rent","https://www.kijiji.ca/v-apartments-condos/calgary/looking-for-small-aparment-to-rent/1485147494","Wanted: Looking for small aparment to rent","$800.00","Calgary, Alberta, Canadá, T2E(View Map)","null","null","I'm looking for small apartment to rent for my couple and 3 years baby boy, I need to find some cheaper than I paying now, please help us, starting Feb 26th, near to Tuxedo park or highland park, please contact by message, thank's","450"
"1585065104-172","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","18","https://www.kijiji.ca/b-apartments-condos/calgary/page-18/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Large 2BR Apartment available in Richmond District, Calgary, AB","https://www.kijiji.ca/v-apartments-condos/calgary/large-2br-apartment-available-in-richmond-district-calgary-ab/1488656480","Large 2BR Apartment available in Richmond District, Calgary, AB","$1,125.00","2415 20th Ave SW, T2T 0M5, Calgary, AB(View Map)","null","null","Richmond Hill District, 2BR apartment available Mar. 01. 2020. Time frame is negotiable. Size 1100SqFt. located on upper floor in a fourplex. Kitchen c/w fridge, stove, microwave; Laundry w/ washer & drier. New carpets & painting. Building upgraded to meet the latest Alberta Building Code (90 minutes fire rated building). Apartment with safety separate entrance. Utilities based on a central water heating system. Apartment w/continuous fresh air supply . Location & Access: across Chinook Collage and Mount Royal University, bus route to University of Calgary, 10 minutes to Calgary d/town, etc.","1,100"
"1585068845-556","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","8","https://www.kijiji.ca/b-apartments-condos/calgary/page-8/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Bridgeland Apartment For Rent | 419 1 Ave NE","https://www.kijiji.ca/v-apartments-condos/calgary/bridgeland-apartment-for-rent-419-1-ave-ne/1460811499","Bridgeland Apartment For Rent | 419 1 Ave NE","$950.00","419 1 Ave NE, Calgary, AB, T2E 0B3(View Map)","null","null","Pilling Place has Bridgeland apartments for rent. This property is located in the NE Calgary community of Bridgeland. Bridgeland is a trendy community that is across the Bow River from downtown Calgary. Pilling Place is a few blocks North of Memorial Drive and West of Deerfoot Trail and Edmonton Trail.","509"
"1585065151-184","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","20","https://www.kijiji.ca/b-apartments-condos/calgary/page-20/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","One bedroom basement suite for rent in Killarney, SW Calgary","https://www.kijiji.ca/v-apartments-condos/calgary/one-bedroom-basement-suite-for-rent-in-killarney-sw-calgary/1484805044","One bedroom basement suite for rent in Killarney, SW Calgary","$800.00","2031 34 St SW, Calgary, AB T3E 2V9, Canada(View Map)","null","null","One large bedroom suite with hardwood floors available in Killarney, SW Calgary. Close to all amenities including major bus routes, walking distance to Westbrook train station and shopping mall, schools, parks, public library, and a public swimming pool. Rent is $800.00 a month, utilities not included. Please call Noor at 403-828-5176 or email at humasharif3@gmail.com","1,100"
"1585065208-201","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","20","https://www.kijiji.ca/b-apartments-condos/calgary/page-20/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","One Bedroom Condo 4th Street - Mission","https://www.kijiji.ca/v-apartments-condos/calgary/one-bedroom-condo-4th-street-mission/1485377243","One Bedroom Condo 4th Street - Mission","$1,350.00","505 19 Ave SW, Calgary, AB T2S 0E3, Canada(View Map)","null","null","Beautiful one bedroom condo for rent starting April 1st. Lease can be 6 months or 1 year.","550"
"1585065962-381","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","13","https://www.kijiji.ca/b-apartments-condos/calgary/page-13/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Regal Park - Townhouse for Rent.","https://www.kijiji.ca/v-apartments-condos/calgary/regal-park-townhouse-for-rent/1491216909","Regal Park - Townhouse for Rent.","$1,350.00","Regal Park NE, Calgary, AB T2E 0S6, Canada(View Map)","null","null","You will love this popular Regal Park complex. This 2 bedroom 2 storey townhouse style condo can by your next home. You will enjoy this well cared for unit with a good sized livingroom with huge window bringing in lots of light. The large kitchen has floor to ceiling cupboards and lots of room for your table and chairs. Upstairs is a large master bedroom and a 2nd bedroom, and shared 4-piece bath. The basement has one finished room and lots of storage. Comes with 5 appliances. Parking is steps away from the back door. One small pet may be considered with non-refundable pet fee. Pets must be approved by the condo corporation and be licensed with the City of Calgary.","750"
"1585066032-399","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","13","https://www.kijiji.ca/b-apartments-condos/calgary/page-13/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Bright and Cozy 1 Bedroom Suite for rent!","https://www.kijiji.ca/v-apartments-condos/calgary/bright-and-cozy-1-bedroom-suite-for-rent/1491556212","Bright and Cozy 1 Bedroom Suite for rent!","$850.00","448 35 Ave NW, Calgary, AB T2K 0C1, Canada(View Map)","null","null","Looking for responsible adult subtenants to sublet the remainder of our lease from May 1st to end of August, with the option of signing a new year-long lease in September.","750"
"1585065331-233","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","19","https://www.kijiji.ca/b-apartments-condos/calgary/page-19/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Sub let one br apartment","https://www.kijiji.ca/v-apartments-condos/calgary/sub-let-one-br-apartment/1486640407","Sub let one br apartment","Please Contact","T2V0H4, Canada(View Map)","null","null","Looking for a person to sublet a one bedroom apartment. Very spacious and good storage space. Closely located to Chinook mall and Chinook LRT and Elblow Drive.","450"
"1585065628-294","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","16","https://www.kijiji.ca/b-apartments-condos/calgary/page-16/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","5 min walk to U of C. 3 bedrooms plus den Main Floor for rent.","https://www.kijiji.ca/v-apartments-condos/calgary/5-min-walk-to-u-of-c-3-bedrooms-plus-den-main-floor-for-rent/1489442814","5 min walk to U of C. 3 bedrooms plus den Main Floor for rent.","$1,600.00","Capitol Hill Crescent NW, Calgary, AB T2M 4C3, Canada(View Map)","null","null","Clean and quiet mainfloor, 3 bedrooms plus den for rent. 5 min walk to U of C and C-train station. Close to all amenities. Rent included all Utilities and high speed internet. Available May 1, 2020.","1,100"
"1585064755-84","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","10","https://www.kijiji.ca/b-apartments-condos/calgary/page-10/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","NEWER 3 STOREY ATTACHED HOME, BRIGHT/CLEAN 2003 28 AVE. SW.","https://www.kijiji.ca/v-apartments-condos/calgary/newer-3-storey-attached-home-bright-clean-2003-28-ave-sw/1492827221","NEWER 3 STOREY ATTACHED HOME, BRIGHT/CLEAN 2003 28 AVE. SW.","$3,750.00","2003 28 Ave SW, Calgary, AB T2T 1K4, Canada(View Map)","null","null","Welcome to this Executive custom 3 Storey attached home with double attached garage with spectacular City Views from all 3 levels. builder plan measured over 3100 sq.ft of above grade living spaces. Extensive upgrades includes High 10-foot ceilings on main, upgraded sound proofed Party-Wall, Spacious main floor with engineered hardwood throughout and large windows with city views. Gourmet White kitchen with large centre island & eating bar, quartz countertops & designer tiled backsplash. South facing backyard ensuring sunshine throughout the day. 2pc powder room, Gorgeous staircase with open risers leading up to large master bedroom with corner fireplace & deck, 5pc ensuite with jetted tub, shower & walk in closet. 2 other generously sized bedrooms & 4pc bath, 3rd level loft/family rm with 4 pc bath, wet bar & large deck. REC room & 4-piece bath in basement ideal for workouts/yoga. Professionally landscaped backyard.","3,000"
"1585064850-108","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","14","https://www.kijiji.ca/b-apartments-condos/calgary/page-14/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Great ApartmentDowntown West End (SW)","https://www.kijiji.ca/v-apartments-condos/calgary/great-apartmentdowntown-west-end-sw/1490829042","Great ApartmentDowntown West End (SW)","$1,225.00","10 St SW Downtown West End (SW), T2P 5G3, Calgary, Alberta, AB(View Map)","null","null","Fully furnished and equipped executive condo located in Calgary's downtown business core in the 2001 built . The suite is furnished, includes 2 bedrooms and two baths. Hardwood throughout this beautiful unit with breathtaking views of the Rocky Mountains to the West through the large windows. Two balconies. Fully equipped kitchen. In suite washer and dryer. Underground parking. Air conditioned. Awesome.","910"
"1585065617-292","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","16","https://www.kijiji.ca/b-apartments-condos/calgary/page-16/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","1 bedroom apt. in beltline","https://www.kijiji.ca/v-apartments-condos/calgary/1-bedroom-apt-in-beltline/1489415296","1 bedroom apt. in beltline","Please Contact",", Calgary  T2P 0G9 AB, Canada(View Map)","null","null","One bedroom apartment with panel floor, large balcony and upgrade stainless steel appliances. Elevator in the building and close to all amenities including Starbucks, Safeway, buses, C train and entertainment. Only one unit left in the bldg. underground and covered parking available.","526"
